"PDB","Virus","Variant","Domain","Antibody","Receptor/Other","Resolution","Release Date","Reference"
"9ml9","SARS-CoV-2","Orig","RBD","M8b-C9 Fab","null","2.59","2025-06-04","40402246"
"9ml8","SARS-CoV-2","Orig","RBD","M8b-B1 Fab","null","2.4","2025-06-04","40402246"
"9ml7","SARS-CoV-2","none","full","M8b-C10 Fab","null","3.2","2025-06-04","40402246"
"9ml6","SARS-CoV-2","none","full","M8b-C9 Fab","null","3.5","2025-06-04","40402246"
"9ml5","SARS-CoV-2","none","full","M8b-B8 Fab","null","3.4","2025-06-04","40402246"
"9ml4","SARS-CoV-2","none","full","M8b-A10 Fab","null","3.3","2025-06-04","40402246"
"9ixv","MERS-CoV","null","NTD","KNIH-88 Fab","null","3.11","2025-04-30","40241666"
"8z9l","SARS-CoV-2","Orig","RBD","null","ACE2","3.6","2025-04-30","null"
"8z2e","SARS-CoV-2","Orig","RBD","Tnb04-1, 1F11","null","2.3","2025-04-23","null"
"9dhy","SARS-CoV-2","Orig","full","COVIC-154 Fab","null","2.7","2025-04-16","40184253"
"9bea","SARS-CoV-2","Wild","full","null","null","3.85","2025-04-16","null"
"9bd9","SARS-CoV-2","Wild","full","null","null","2.95","2025-04-16","null"
"9bbk","SARS-CoV-2","Orig","full","null","null","2.95","2025-04-16","null"
"9b9u","SARS-CoV-2","Orig","full","null","null","2.86","2025-04-16","null"
"9b8f","SARS-CoV-2","Orig","full","null","null","4.15","2025-04-16","null"
"9b4x","SARS-CoV-2","Orig","full","null","null","3.33","2025-04-16","null"
"8yzb","SARS-CoV-2","Omicron BA.2.86","RBD","null","ACE2","3.29","2025-04-09","null"
"8yzc","SARS-CoV-2","Omicron BA.2.86","full","null","ACE2","2.7","2025-01-22","null"
"8yzd","SARS-CoV-2","Omicron JN.1","RBD","null","ACE2","3.07","2025-01-22","null"
"8yze","SARS-CoV-2","Omicron JN.1","full","null","ACE2","3.06","2025-01-22","null"
"8yzj","BatCoV BANAL-52","null","RBD","null","hACE2","2.95","2025-04-09","null"
"9lyp","SARS-CoV-2","Alpha","RBD","REGN10987","null","3.6","2025-04-02","40043614"
"9lyo","SARS-CoV-2","Alpha","full","REGN10987","null","3.07","2025-04-02","40043614"
"9gxg","SARS-CoV-2","Orig","RBD","bicycle molecule","null","1.92","2025-03-26","null"
"9gxe","SARS-CoV-2","Orig","full","bicycle molecule","null","2.3","2025-03-26","null"
"9l6c","SARS-CoV-2","Delta","RBD","ConD-852, P2C-1F11, S304","null","3.33","2025-03-19","null"
"9fr4","SARS-CoV-2","none","RBD","7F","null","4.1","2025-03-19","null"
"9fr3","SARS-CoV-2","none","full","7F","null","3.3","2025-03-19","null"
"8vpf","SARS-CoV","null","full","CoV1-65 Fab","null","3.2","2025-03-19","39589795"
"9j66","SARS-CoV-2","Orig","RBD","CAV-C65 Fab","null","3.55","2025-03-12","39828085"
"9ccj","SARS-CoV-2","Omicron XBB.1.5","RBD","M2","null","2.37","2025-03-12","39071292"
"9cci","SARS-CoV-2","Omicron XBB.1.5","RBD","M39","null","2.65","2025-03-12","39071292"
"9bll","SARS-CoV-2","Omicron EG.5.1","RBD","1301B7","null","4.1","2025-03-12","39553825"
"8ykh","SARS-CoV-2","none","RBD","NT-108","null","3.27","2025-03-12","null"
"8ykg","SARS-CoV-2","none","full","NT-108","null","3.28","2025-03-12","null"
"8yk4","SARS-CoV-2","Orig","RBD","NT-108","null","3.2","2025-03-12","null"
"9n2l","SARS-CoV-2","Orig","RBD","null","null","2.99","2025-03-05","null"
"9cxe","SARS-CoV-2","none","full","null","null","2.48","2025-03-05","null"
"9cvh","SARS-CoV-2","Orig","full","null","null","2.76","2025-03-05","null"
"9ct2","SARS-CoV-2","Orig","full","null","null","2.7","2025-03-05","null"
"9css","SARS-CoV-2","Orig","full","null","null","2.72","2025-03-05","null"
"9bj4","SARS-CoV-2","none","full","C952","null","3.4","2025-03-05","null"
"9bj3","SARS-CoV-2","none","full","C1596","null","3.04","2025-03-05","null"
"9bj2","SARS-CoV-2","none","RBD","C1533","null","2.8","2025-03-05","null"
"9b2v","SARS-CoV-2","Orig","full","null","null","2.55","2025-03-05","null"
"9b0y","SARS-CoV-2","Orig","full","null","null","2.32","2025-03-05","null"
"8ybz","SARS-CoV-2","Orig","full","THSC20.HVTR26","null","4.8","2025-02-19","null"
"8yby","SARS-CoV-2","Orig","full","THSC20.HVTR26","null","4.4","2025-02-19","null"
"8ybs","SARS-CoV-2","Orig","full","THSC20.HVTR04","null","4.54","2025-02-19","null"
"9lae","SARS-CoV-2","Orig","RBD","9G11, 3E2","null","3.46","2025-02-12","39470577"
"8xsd","SARS-CoV-2","Omicron BA.5","full","CR9","null","3.55","2025-02-12","39800731"
"8z64","SARS-CoV-2","Orig","RBD","","ACE2","3.53","2025-02-05","null"
"8z7p","SARS-CoV-2","Orig","full","null","null","3.45","2025-02-05","null"
"8z7l","SARS-CoV-2","Orig","full","null","null","3.42","2025-02-05","null"
"8z7g","SARS-CoV-2","Orig","full","null","null","3.06","2025-02-05","null"
"8z7b","SARS-CoV-2","Orig","B,C","null","hACE2","3.3","2025-02-05","null"
"8z6a","SARS-CoV-2","Orig","full","null","ACE2","2.99","2025-02-05","null"
"8z4x","SARS-CoV-2","Orig","full","null","ACE2","3.4","2025-02-05","null"
"8z3w","SARS-CoV-2","Orig","full","null","ACE2","3.45","2025-02-05","null"
"9aru","SARS-CoV-2","none","full","COVA2-15","null","3.9","2025-01-29","39563066"
"9js4","SARS-CoV-2","Omicron BA.1","RBD","8G3","null","3.8","2025-01-22","null"
"8xyo","BatCov CX1","none","RBD","null","hACE2","3.04","2025-01-22","null"
"8xal","SARS-CoV-2","Omicron BQ.1","full","","ACE2","3.2","2025-01-22","null"
"8ydz","SARS-CoV-2","Omicron BA.5","full","CeSPIACE","null","5.2","2025-01-15","null"
"8ydy","SARS-CoV-2","Omicron BA.5","full","CeSPIACE","null","8.0","2025-01-15","null"
"8ydx","SARS-CoV-2","Omicron BA.2","full","CeSPIACE","null","4.9","2025-01-15","null"
"8ydt","SARS-CoV-2","none","RBD","Ce41","null","2.5","2025-01-15","null"
"8yds","SARS-CoV-2","none","RBD","Ce59","null","1.9","2025-01-15","null"
"8ydr","SARS-CoV-2","Alpha","RBD","Ce59","null","2.3","2025-01-15","null"
"8ydp","SARS-CoV-2","none","RBD","Ce9","null","2.3","2025-01-15","null"
"8zpp","SARS-CoV-2","Omicron BA.5","RBD","ORB10","null","3.6","2024-12-25","null"
"8v5v","SARS-CoV-2","none","S2","null","null","2.93","2024-12-18","null"
"8jap","SARS-CoV-2","Orig","RBD","W328-6H2","null","3.81","2024-12-18","null"
"8jam","SARS-CoV-2","Omicron BA.1","RBD","W328-6H2","null","3.92","2024-12-18","null"
"8jag","SARS-CoV","null","RBD","W328-6H2","null","3.55","2024-12-18","null"
"8rby","SARS-CoV-2","Orig","RBD","1.26","null","1.9","2024-12-11","null"
"8r87","SARS-CoV-2","none","full","null","null","3.0","2024-12-11","null"
"9b82","SARS-CoV-2","Orig","RBD","COVA2-15","null","3.38","2024-12-04","39563066"
"8usz","SARS-CoV-2","Omicron XBB.1.5","full","null","null","2.98","2024-12-04","39567521"
"9cri","SARS-CoV-2","Mu","full","null","null","2.8","2024-11-27","39543395"
"9crh","SARS-CoV-2","Delta","full","null","null","3.4","2024-11-27","39543395"
"9crg","SARS-CoV-2","Gamma","full","null","null","3.3","2024-11-27","39543395"
"9crf","SARS-CoV-2","Alpha","full","null","null","4.0","2024-11-27","39543395"
"9cre","SARS-CoV-2","Alpha","full","null","null","3.2","2024-11-27","39543395"
"9crd","SARS-CoV-2","Orig","full","null","null","3.5","2024-11-27","39543395"
"9crc","SARS-CoV-2","Orig","full","null","null","2.9","2024-11-27","39543395"
"8rj7","SARS-CoV-2","Orig","RBD","1.29","null","2.1","2024-11-27","null"
"9co8","SARS-CoV-2","Omicron JN.1","full","Nanosota-9","null","2.99","2024-11-20","null"
"9co7","SARS-CoV-2","Omicron BA.5","RBD","Nanosota-9","null","3.32","2024-11-20","null"
"9co6","SARS-CoV-2","Omicron BA.5","full","Nanosota-9","null","3.01","2024-11-20","null"
"9c45","SARS-CoV-2","none","NTD","S2L20","null","3.2","2024-11-20","39478224"
"9c44","SARS-CoV-2","none","full","S2L20","null","2.6","2024-11-20","39478224"
"8xz9","SARS-CoV-2","Omicron BA.2.86","full ACE2","null","null","3.37","2024-11-13","null"
"9gdy","SARS-CoV-2","Beta","full","null","null","2.8","2024-10-30","39345408"
"9gdx","SARS-CoV-2","Beta","full","null","null","2.8","2024-10-30","39345408"
"8rrn","SARS-CoV-2","Orig","RBD","pT1616","null","3.11","2024-10-30","null"
"8yft","SARS-CoV-2","Alpha","RBD ACE2","null","racoon dog ACE2","3.16","2024-10-23","null"
"8yf2","SARS-CoV-2","Orig","RBD","null","racoon dog ACE2","2.64","2024-10-23","null"
"8via","SARS-CoV-2","Orig","R1-26","Fab","null","3.6","2024-10-23","38464151"
"8wpy","SARS-CoV-2","Orig","RBD","CB6, S309, S304 Fab, Fab, Fab","null","3.02","2024-10-16","null"
"9atp","SARS-CoV-2","Omicron XBB.1.5","RBD","Nanosota-3C","null","3.5","2024-09-18","null"
"9ato","SARS-CoV-2","Omicron XBB.1.5","full","Nanosota-3C","null","3.2","2024-09-18","null"
"8zes","SARS-CoV-2","Wild","RBD","P2C5","null","3.7","2024-09-04","null"
"8zer","SARS-CoV-2","Wild","RBD","P2C5","null","3.1","2024-09-04","null"
"8keh","SARS-CoV-2","Omicron XBB","full","PW5-5","null","3.21","2024-09-04","38320990"
"8ug9","SARS-CoV-2","Omicron XBB.1.5","full","Nb5","null","3.49","2024-08-28","null"
"8zhp","SARS-CoV-2","Orig","S1","H18, R1-26","null","3.66","2024-08-21","null"
"8zho","SARS-CoV-2","Orig","S1","H18, R1-26","null","3.54","2024-08-21","null"
"8zhn","SARS-CoV-2","none","full","H18, R1-32","null","4.12","2024-08-21","null"
"8zhm","SARS-CoV-2","none","full","H18, R1-32,","null","3.39","2024-08-21","null"
"8zhl","SARS-CoV-2","none","full","H18, R1-32","null","3.96","2024-08-21","null"
"8zhk","SARS-CoV-2","none","full","H18","null","6.3","2024-08-21","null"
"8zhj","SARS-CoV-2","none","full","H18","null","8.45","2024-08-21","null"
"8zhi","SARS-CoV-2","none","full","H18","null","6.05","2024-08-21","null"
"8zhh","SARS-CoV-2","none","full","H18","null","5.55","2024-08-21","null"
"8zhg","SARS-CoV-2","none","RBD","R1-26","null","3.51","2024-08-21","null"
"8zhf","SARS-CoV-2","none","full","R1-26","null","5.26","2024-08-21","null"
"8zhe","SARS-CoV-2","none","full","R1-26, R1-26, R1-26","null","3.16","2024-08-21","null"
"8zhd","SARS-CoV-2","none","full","R1-26, R1-26","null","3.41","2024-08-21","null"
"9fmw","SARS-CoV-2","Omicron BA.1","full","K501SP6","null","3.60","2025-06-18","null"
"9fjk","SARS-CoV-2","Omicron BA.1","full","K501SP6","null","2.84","2024-08-14","null"
"8ker","SARS-CoV-2","Omicron XBB","full","PW5-535","null","2.95","2024-08-14","38320990"
"8keq","SARS-CoV-2","Omicron XBB","full","PW5-5","null","3.14","2024-08-14","38320990"
"8kep","SARS-CoV-2","Omicron BA.1","A","PW5-570","null","2.93","2024-08-14","38320990"
"8keo","SARS-CoV-2","Omicron BA.1","full","PW5-570","null","2.78","2024-08-14","38320990"
"8kek","SARS-CoV","null","A","PW5-535","null","3.54","2024-08-14","38320990"
"8kej","SARS-CoV-2","Omicron XBB","A","PW5-5","null","3.73","2024-08-14","38320990"
"8kdt","SARS-CoV","null","A","PW5-535","null","3.04","2024-08-14","38320990"
"8kds","SARS-CoV","null","full","PW5-535","null","3.05","2024-08-14","38320990"
"8kdr","SARS-CoV-2","Omicron XBB","A","PW5-535","null","3.4","2024-08-14","38320990"
"8kdm","SARS-CoV","null","full","PW5-535","null","2.87","2024-08-14","38320990"
"8sdh","SARS-CoV-2","Orig","RBD","CC25.56","null","2.84","2024-08-07","37162858"
"8ywx","SARS-CoV-2","Omicron BA.5","RBD","H4B6","null","3.4","2024-07-31","38953857"
"8vcr","SARS-CoV-2","none","S2","54043-5","null","3.0","2024-07-31","null"
"8tmy","SARS-CoV-2","Omicron BA.2","S2","CHM-16","null","3.07","2024-07-31","null"
"8k9m","SARS-CoV-2","Orig","RBD","SC27","null","6.8","2024-07-31","null"
"8k9j","SARS-CoV-2","Orig","full","S2H5","null","6.6","2024-07-31","null"
"8k9b","SARS-CoV-2","Orig","full","S2H5","null","4.5","2024-07-31","null"
"8w4f","SARS-CoV-2","none","full","null","null","4.2","2024-07-24","38000614"
"8vqb","SARS-CoV-2","none","full","null","null","3.0","2024-07-24","38944664"
"8vqa","SARS-CoV-2","none","full","null","null","3.5","2024-07-24","38944664"
"8vq9","SARS-CoV-2","none","full","null","null","2.7","2024-07-24","38944664"
"8vke","SARS-CoV-2","Omicron BA.1","full","null","null","3.1","2024-07-24","null"
"8vif","SARS-CoV-2","Omicron BA.1","full","null","null","3.1","2024-07-24","null"
"8y0y","SARS-CoV-2","Orig","full","123-316 scDb","null","2.86","2024-07-17","38850530"
"8xsl","SARS-CoV-2","Orig","full IMCAS-123 fab","null","null","3.2","2024-07-17","38850530"
"8xsi","SARS-CoV-2","Orig","RBD","IMCAS-364","null","2.1","2024-07-17","38850530"
"8xsf","SARS-CoV-2","Orig","RBD","IMCAS-364","ACE2","2.16","2024-07-17","38850530"
"8xse","SARS-CoV-2","Orig","RBD","IMCAS-123, IMCAS-72 Fab, Fab","null","2.5","2024-07-17","38850530"
"8thf","SARS-CoV-2","Omicron BA.1","full","","null","2.83","2024-07-17","null"
"8q5y","SARS-CoV-2","Omicron","full","Fab23","null","2.6","2024-07-17","null"
"8xki","SARS-CoV-2","none","full","VHH60","null","3.2","2024-07-10","38937437"
"8xk2","SARS-CoV-2","Orig","S1","VHH60","null","3.4","2024-07-10","38937437"
"8wzi","SARS-CoV-2","Orig","full","null","null","3.0","2024-07-10","38935342"
"8vao","SARS-CoV-2","none","full","null","null","2.8","2024-07-10","null"
"8xyz","SARS-CoV-2","none","RBD","","ACE2","2.96","2024-07-03","null"
"8xnk","SARS-CoV-2","Omircon HV.1","full","","ACE2","2.78","2024-07-03","null"
"8xn5","SARS-CoV-2","Omicron EG.5.1","full","","ACE2","2.87","2024-07-03","null"
"8xmt","SARS-CoV-2","Omicron EG.5.1","full","","ACE2","3.31","2024-07-03","null"
"8xmg","SARS-CoV-2","Omicron HV.1","full","null","null","2.9","2024-07-03","null"
"8xm5","SARS-CoV-2","Omicron EG.5","full","null","null","2.61","2024-07-03","null"
"8oyt","SARS-CoV-2","Omicron BA.1","full","H6","","3.8","2024-07-03","38835241"
"8xxw","SARS-CoV-2","Orig","RBD","M2-7","null","3.03","2024-06-19","38748880"
"8xbf","SARS-CoV-2","Omicron BQ.1","full","O5C2","null","3.6","2024-06-19","null"
"8ukf","SARS-CoV-2","Omicron EG.5","full","","null","3.1","2024-06-19","null"
"8ukd","SARS-CoV-2","Omicron XBB.1.5","full","","null","2.9","2024-06-19","null"
"8qh0","SARS-CoV-2","none","RBD","Cv2.3194","","1.87","2024-06-19","null"
"9fgs","SARS-CoV-2","Wild","RBD scFv41N Fab","","null","4.0","2024-06-12","null"
"9ayy","SARS-CoV-2","Omicron EG.5.1","full","null","null","3.1","2024-06-12","null"
"9ayx","SARS-CoV-2","Omicron EG.5.1","full","null","null","3.0","2024-06-12","null"
"9ayw","SARS-CoV-2","Omicron EG.5.1","full","null","null","3.0","2024-06-12","null"
"8v0x","SARS-CoV-2","Omicron EG.5","full","null","null","3.3","2024-06-12","null"
"8v0w","SARS-CoV-2","Omicron EG.5","full","null","null","3.3","2024-06-12","null"
"8v0v","SARS-CoV-2","Omicron EG.5","full","null","null","3.1","2024-06-12","null"
"8v0u","SARS-CoV-2","Omicron XBB.1.5","full","null","null","3.3","2024-06-12","null"
"8v0t","SARS-CoV-2","Omicron XBB.1.5","full","null","null","3.1","2024-06-12","null"
"8v0s","SARS-CoV-2","Omicron XBB.1.5","full","null","null","3.3","2024-06-12","null"
"8v0r","SARS-CoV-2","Omicron XBB.1.5","full","null","null","3.0","2024-06-12","null"
"8v0q","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.9","2024-06-12","null"
"8v0p","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.3","2024-06-12","null"
"8v0o","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.3","2024-06-12","null"
"8v0n","SARS-CoV-2","Omicron XBB.1.16","full","","null","3.4","2024-06-12","null"
"8v0m","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.2","2024-06-12","null"
"8v0l","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.0","2024-06-12","null"
"8uk1","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.0","2024-06-12","null"
"8uir","SARS-CoV-2","Omicron XBB.1.16","full","null","null","3.2","2024-06-12","null"
"8jmm","SARS-CoV-2","Omicron XBB","full","G7-Fc","null","3.75","2024-06-12","null"
"9fgr","SARS-CoV-2","Wild","RBD","scFv76-77","null","4.0","2024-06-05","null"
"8yz6","SARS-CoV-2","Omicron BA.1","full","JH-8B","null","4.55","2024-06-05","null"
"8yz5","SARS-CoV-2","Delta","full","JE-5C","null","3.93","2024-06-05","null"
"8yrp","SARS-CoV-2","Delta","full","JM-1A","null","3.64","2024-06-05","null"
"8yro","SARS-CoV-2","Delta","full","JL-8C","null","3.27","2024-06-05","null"
"8x0y","SARS-CoV-2","Orig","RBD","JM-1A","null","1.94","2024-06-05","null"
"8x0x","SARS-CoV-2","Orig","RBD","JE-5C","null","3.45","2024-06-05","null"
"8p5m","SARS-CoV-2","Orig","RBD","Mab-23","null","2.8","2024-06-05","null"
"8hld","SARS-CoV-2","Orig","full","26434","null","2.8","2024-06-05","null"
"8hlc","SARS-CoV-2","Orig","full","3711","null","2.8","2024-06-05","null"
"8zc6","SARS-CoV-2","Omicron BA.4","full","D1F6","null","6.85","2024-05-29","null"
"8zc2","SARS-CoV-2","Omicron BA.2","full","D1F6","null","7.82","2024-05-29","null"
"8jio","SARS-CoV-2","Omicron XBB","full","6l18","null","3.3","2024-05-29","null"
"8jin","SARS-CoV-2","Omicron XBB","full","G7-Fc","null","2.45","2024-05-29","null"
"8swh","SARS-CoV-2","none","NTD","TXG-0078","null","3.88","2024-05-22","null"
"8jva","SARS-CoV-2","Omicron","NTD","N235, S2L20","null","2.81","2024-05-22","38740785"
"8c2r","SARS-CoV-2","Omicron BA.1","full","CAB-Ab712","null","2.56","2024-05-22","null"
"8zc4","SARS-CoV-2","Omicron BA.4","full","D1F6","null","3.95","2024-05-15","null"
"8zc3","SARS-CoV-2","Omicron BA.4","full","D1F6","null","4.69","2024-05-15","null"
"8zc0","SARS-CoV-2","Omicron BA.2","full","D1F6","null","4.17","2024-05-15","null"
"8zbz","SARS-CoV-2","Omicron BA.2","full","D1F6","null","4.71","2024-05-15","null"
"8zby","SARS-CoV-2","Omicron BA.1","full","D1F6","null","3.67","2024-05-15","null"
"8oyu","SARS-CoV-2","Omicron BA.1","full","H6","null","4.0","2024-05-15","null"
"8r80","SARS-CoV-2","Delta","RBD","XBB-9","null","4.03","2024-05-08","null"
"8r8k","SARS-CoV-2","Omicron BA.2.12.1","RBD","XBB-4","null","3.41","2024-05-08","null"
"8qrg","SARS-CoV-2","Delta","RBD","XBB-2","null","2.3","2024-05-08","null"
"8qrf","SARS-CoV-2","Delta","RBD","XBB-6, beta-49","null","3.7","2024-05-08","null"
"8oww","SARS-CoV-2","Wild","RBD B5-5 VHH","null","null","1.969","2024-05-08","null"
"8owv","SARS-CoV-2","null","RBD","H6, F2","null","1.73","2024-05-08","null"
"8owt","SARS-CoV-2","null","RBD A8, H3","VHH, VHH","null","2.37","2024-05-08","null"
"8xln","SARS-CoV-2","Omicron XBB EG.5.1","RBD","","ACE2","3.78","2024-05-01","null"
"8xlm","SARS-CoV-2","Omicron XBB EG.5.1","full","","ACE2","3.22","2024-05-01","null"
"8xi6","SARS-CoV-2","Omicron BQ.1.1","full","MO11","null","2.3","2024-04-24","38624232"
"8xea","SARS-CoV-2","Omicron XBB.1.5","full","BD55-1205","null","3.42","2024-04-24","null"
"8wmf","SARS-CoV-2","Omicron EG.5.","full","null","null","2.51","2024-04-24","null"
"8wmd","SARS-CoV-2","Omicron EG.5.1","full","null","null","2.71","2024-04-24","null"
"8khc","SARS-CoV-2","none","full","5817","null","3.0","2024-04-17","38175758"
"8f2x","SARS-CoV-2","Orig","RBD","WRAIR-2123","null","3.501","2024-04-17","null"
"8qzr","SARS-CoV-2","Delta","RBD","BA.4/5-9","null","3.77","2024-04-03","null"
"8wlr","SARS-CoV-2","none","RBD","","ACE2","3.12","2024-03-27","null"
"8wlo","SARS-CoV-2","none","full","","ACE2","2.62","2024-03-27","null"
"8vyg","SARS-CoV-2","Lambda","RBD","S309","null","3.1","2024-03-27","38467646"
"8vyf","SARS-CoV-2","none","RBD","S2L20, S2X303","null","3.2","2024-03-27","38467646"
"8vye","SARS-CoV-2","none","RBD","S309, S2L20, S2X303","null","2.7","2024-03-27","38467646"
"7xog","SARS-CoV-2","none","full","RQ3013","null","3.5","2024-03-20","37993332"
"8sit","SARS-CoV-2","Orig","RBD","CC84.24","null","2.91","2024-03-13","null"
"8sis","SARS-CoV-2","Orig","RBD","CC84.2","null","3.08","2024-03-13","null"
"8sir","SARS-CoV-2","Orig","RBD","CC25.54","null","3.3","2024-03-13","null"
"8siq","SARS-CoV-2","Orig","RBD","CC25.36, CV38-142","null","2.5","2024-03-13","null"
"8sdg","SARS-CoV-2","Orig","RBD","CC25.43","null","2.71","2024-03-13","null"
"8sdf","SARS-CoV-2","Orig","RBD","CC25.4","null","1.79","2024-03-13","null"
"8r1d","SARS-CoV-2","Omicron BA.2.12.1","full","SD1-3","null","2.37","2024-03-13","null"
"8r1c","SARS-CoV-2","Omicron BA.2.12.1","full","SD1-2","null","2.2","2024-03-13","null"
"8gdr","SARS-CoV-2","none","full","002-S21B10","null","3.6","2024-03-13","null"
"8wgw","SARS-CoV-2","none","RBD","","ACE2","2.9","2024-02-28","null"
"8wgv","SARS-CoV-2","Omicron BA.2","S2","","ACE2","2.92","2024-02-28","null"
"8ifn","MERS-CoV","null","full","T148","null","2.81","2024-02-28","null"
"8iee","MERS-CoV","null","RBD","VHH-31","null","3.21","2024-02-28","null"
"8ido","MERS-CoV","null","RBD","T148","null","2.5","2024-02-28","null"
"8idm","MERS-CoV","null","RBD","VHH-227, VHH-T71","null","3.59","2024-02-28","null"
"8idi","MERS-CoV","null","RBD","T171","null","1.901","2024-02-28","null"
"8cma","SARS-CoV-2","Delta","RBD","BA.4/5-35","null","3.29","2024-02-28","null"
"8g79","SARS-CoV-2","none","RBD","Nb4, Nb3","null","6.1","2024-02-21","null"
"8g78","SARS-CoV-2","none","RBD","Nb5, Nb6","null","3.4","2024-02-21","null"
"8g77","SARS-CoV-2","none","full","Nb6","null","2.8","2024-02-21","null"
"8g76","SARS-CoV-2","none","full","Nb5","null","3.8","2024-02-21","null"
"8g71","SARS-CoV-2","none","full","Nb2","null","2.1","2024-02-21","null"
"8g70","SARS-CoV-2","none","full","Nb3, Nb4, Nb5, Nb6","null","3.4","2024-02-21","null"
"8g7c","SARS-CoV-2","none","RBD","Nb4","null","4.1","2024-02-21","null"
"8g7b","SARS-CoV-2","none","RBD","Nb3","null","3.2","2024-02-21","null"
"8g7a","SARS-CoV-2","none","RBD","Nb3","null","3.3","2024-02-21","null"
"8cin","SARS-CoV-2","Omicron BA.4","full","BA.4/5-5","null","2.7","2024-02-21","null"
"8cii","SARS-CoV-2","Delta","RBD","BA.2-07, SARS1-34, C1","null","2.7","2024-02-21","null"
"8vko","SARS-CoV-2","Omicron XBB.1.5","full","","ACE2","2.68","2024-02-14","null"
"8vkm","SARS-CoV-2","Omicron XBB.1.5","full","","ACE2","2.83","2024-02-14","null"
"8vkl","SARS-CoV-2","Omicron XBB.1.5","full","","ACE2","2.91","2024-02-14","null"
"8vkk","SARS-CoV-2","Omicron XBB.1.5","full","null","null","2.81","2024-02-14","null"
"7xoe","SARS-CoV-2","Alpha","full","null","null","3.9","2024-02-14","37993332"
"8tyo","SARS-CoV-2","Beta","full","null","null","2.75","2024-02-07","38263191"
"8tyl","SARS-CoV-2","Wild","full","null","null","2.85","2024-02-07","38263191"
"8i9b","SARS-CoV-2","Omicron BA.2.75","full","","ACE2","3.5","2024-02-07","null"
"8i9c","SARS-CoV-2","Omicron BF.7","full","","ACE2","3.85","2024-02-07","null"
"8i9d","SARS-CoV-2","Omicron XBB.1","full","","ACE2","3.95","2024-02-07","null"
"8i9f","SARS-CoV-2","Omicron BA.2.75","RBD","","ACE2","2.90","2024-02-07","null"
"8i9g","SARS-CoV-2","Omicron BF.7","RBD","","ACE2","3.20","2024-02-07","null"
"8cbf","SARS-CoV-2","Delta","RBD","Omi-42, Beta-49","null","2.33","2024-02-07","null"
"8cbe","SARS-CoV-2","Delta","RBD","BA.4/5-2, Beta-49","null","3.16","2024-02-07","null"
"8cbd","SARS-CoV-2","Delta","RBD","BA.4/5-1, EY6A","null","3.52","2024-02-07","null"
"8qq0","SARS-CoV-2","none","RBD","UZGENT_A3","null","3.5","2024-01-31","38232633"
"8qpr","SARS-CoV-2","none","RBD","UZGENT_G5","null","3.8","2024-01-31","38232633"
"8ka8","SARS-CoV-2","Delta","RBD","","ACE2","2.96","2024-01-31","null"
"8i4h","SARS-CoV-2","Omicron BA.1","RBD","Bn03","null","3.81","2024-01-31","37422451"
"8hpv","SARS-CoV-2","Omicron","full","L4.65, L5.34","null","2.65","2024-01-31","37507370"
"8hpq","SARS-CoV-2","Omicron BA.4","full","L4.65, L5.34","null","2.85","2024-01-31","37507370"
"8hp9","SARS-CoV-2","Omicron BA.2","full","L4.65, L5.34","null","2.75","2024-01-31","37507370"
"8u1g","SARS-CoV-2","none","S2","null","null","3.2","2024-01-24","null"
"8g75","SARS-CoV-2","none","full","Nanosota-4","null","3.4","2024-01-24","37855638"
"8g74","SARS-CoV-2","none","full","Nanosota-3","null","2.5","2024-01-24","37855638"
"8g73","SARS-CoV-2","none","full","Nanosota-3","null","2.5","2024-01-24","37855638"
"8g72","SARS-CoV-2","none","RBD","Nanosota-2","null","5.6","2024-01-24","37855638"
"8tma","SARS-CoV-2","none","RBD","N3-1","null","3.2","2024-01-17","38082099"
"8tm1","SARS-CoV-2","none","RBD","N3-1","null","2.79","2024-01-17","38082099"
"8fi9","SARS-CoV-2","Orig","RBD","WRAIR-5001","null","4.2","2024-01-17","38172512"
"8fhy","SARS-CoV-2","Orig","RBD","WRAIR-5021","null","2.53","2024-01-17","38172512"
"8hxj","BatCoV BANAL-20-52","null","full","null","null","3.5","2024-01-10","null"
"8hxk","BatCoV BANAL-20-236","null","S1","null","ACE2","3.5","2024-01-10","null"
"8jyp","SARS-CoV-2","Omicron XBB.1.5","RBD","","ACE2","3.38","2024-01-03","null"
"8jyo","SARS-CoV-2","Omicron XBB.1.5","full","","ACE2","3.2","2024-01-03","null"
"8jyn","SARS-CoV-2","Omicron XBB.1.5","RBD","","ACE2","3.04","2024-01-03","null"
"8jym","SARS-CoV-2","Omicron XBB.1.5","full","null","null","2.79","2024-01-03","null"
"8jyk","SARS-CoV-2","Omicron XBB.1.5","full","null","null","2.59","2024-01-03","null"
"8k5h","SARS-CoV-2","Omicron BA.1","full","UT28-RD","null","3.22","2023-12-27","null"
"8jje","SARS-CoV-2","Orig","RBD","","ACE2","3.4","2023-12-27","37647387"
"8i4g","SARS-CoV-2","Omicron BQ.1.1","RBD","n3130v-Fc","null","3.68","2023-12-27","37422451"
